Contract_One year,Contract_Two year,Dependents_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,InternetService_Fiber optic,InternetService_No,MonthlyCharges,MultipleLines_No phone service,MultipleLines_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,OnlineSecurity_No internet service,OnlineSecurity_Yes,PaperlessBilling_Yes,Partner_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,PhoneService_Yes,SeniorCitizen,StreamingMovies_No internet service,StreamingMovies_Yes,StreamingTV_No internet service,StreamingTV_Yes,TechSupport_No internet service,TechSupport_Yes,TotalCharges,gender_Male,tenure,churn,customerID
0,1,0,0,0,1,0,0.974004551249875,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1.4801837509176328,1,1.1643896396487294,1,2533-QVMSK
0,0,0,0,0,1,0,0.5003282332334644,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-0.6556268270062202,1,-0.9135523854430948,0,9773-PEQBZ
0,0,0,0,0,1,0,0.22775659760296899,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,-0.9757524516830047,1,-1.2802480369298874,1,8644-XLFBW
0,0,0,0,0,1,0,0.2909134400051568,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,-0.40759123412682624,0,-0.5876006952326126,0,0650-BWOZN
0,0,0,0,1,1,0,1.3246912287988668,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0.11433353708683973,1,-0.3431369275747509,1,8625-AZYZY
0,0,1,1,0,0,1,-1.5123806127941604,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,-0.9832305792164551,0,-1.1987601143772668,0,7785-RDVIG
1,0,0,1,0,0,1,-1.4841262359300234,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,-0.5710070711999808,1,0.7162060656093164,0,9602-WCXPI
0,0,1,0,0,0,0,-0.6730594177124505,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,-0.987708631987223,1,-1.2802480369298874,0,2903-YYTBW
0,0,0,0,0,0,0,-0.34397902835368094,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,-0.9688478678541848,1,-1.2395040756535771,0,3620-MWJNE
1,0,0,1,0,0,1,-1.5007464576148097,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,-0.8522640802014282,1,-0.6283446565089229,0,8573-JGCZW
0,1,1,0,1,1,0,1.3363253839782172,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,2.2123122898783416,1,1.4903413298592119,0,6837-HAEVO
0,1,0,0,1,0,0,0.7945061570541828,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1.772867515265178,1,1.6125732136881425,0,6701-YVNQG
0,0,0,0,0,1,0,0.3141817503638577,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.9145818096468468,0,-1.1987601143772668,1,9306-CPCBC
0,1,1,0,1,0,0,0.3440981493964733,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0.6790534924152358,1,0.7162060656093164,0,4304-XUMGI
0,1,0,1,0,0,1,-1.4808021915930663,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.5448005357730225,0,0.8384379494382472,0,9504-YAZWB
0,1,0,0,0,1,0,1.472611201793465,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1.8134347026811515,0,1.0421577558197987,0,8819-ZBYNA
1,0,0,0,0,0,0,-1.1317775362125533,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.3503030417835511,1,0.5532302205040753,0,6174-NRBTZ
0,0,0,0,1,1,0,1.5989248865978414,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,2.5492692163487027,1,1.6125732136881425,0,9481-IEBZY
0,0,0,0,0,1,0,0.3125197281953792,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,-0.9746274236469991,0,-1.2802480369298874,1,1833-VGRUM
0,0,1,0,1,1,0,0.9723425290813964,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,-0.7784975360366564,0,-1.076528230548336,0,6137-NICCO
0,1,0,0,1,0,0,0.46708778986389177,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1.5352660059354062,1,1.6125732136881425,0,9065-ZCPQX
0,0,0,0,0,0,0,-0.3157246514895444,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,-0.9021403231310181,1,-1.1580161531009565,0,6402-EJMWF
0,1,1,1,0,0,1,-1.5107185906256815,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,-0.5521904258134527,0,0.797693988161937,0,3620-EHIMZ
1,0,0,1,0,0,1,-1.4741541029191516,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.9920102097719511,0,-1.2395040756535771,0,6870-ECSHE
0,1,0,1,0,0,1,-1.5107185906256815,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,-0.42501813899828844,0,1.3273654847539706,0,8747-UDCOI
0,0,0,0,0,1,0,1.2033636104999266,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0.9287435382887559,1,0.4309983366751445,1,8374-XGEJJ
0,0,0,0,0,1,0,1.1767712558042684,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,-0.8219765607222919,1,-1.1580161531009565,1,2656-TABEH
1,0,0,0,0,1,0,0.8061403122335331,0,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,-0.04669988767477321,1,-0.3023929662984406,1,6946-LMSQS
1,0,0,0,0,0,0,0.4604397011899776,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0.7357019629341156,0,0.7569500268856267,0,4626-OZDTJ
0,0,0,0,1,0,0,0.33080197204864403,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,-0.642479440546231,1,-0.8320644628904743,0,9169-BSVIN
1,0,1,0,0,0,0,0.17623391038013098,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0.7191353736195991,0,1.0014137945434884,1,2325-ZUSFD
1,0,1,1,0,0,1,-1.4924363467724167,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,-0.7719900209264268,0,-0.3431369275747509,0,8194-PEEBY
1,0,0,0,1,0,0,-0.2143412992123476,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.6499351197186154,0,1.2866215234776603,0,6872-HXFNF
1,0,0,0,1,1,0,1.3579316721684396,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,-0.8115204177994145,0,-1.1580161531009565,1,3932-CMDTD
0,0,0,0,1,1,0,1.1867433888151402,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0.13970181633010753,0,-0.26164900502213034,0,7714-YXSMB
0,0,1,1,0,0,1,-1.4874502802669807,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,-0.8819339372294239,0,-0.7098325790615434,0,8387-UGUSU
0,1,0,1,0,0,1,-1.3013037973973738,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,-0.23934439431082327,1,1.2866215234776603,0,1080-BWSYE
0,0,0,0,0,1,0,1.0537816153368496,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0.5086007152737313,1,0.1457906077409725,1,4039-HEUNW
0,0,0,0,0,1,0,1.0039209502824906,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0.07908265862532517,0,-0.22090504374582004,0,1194-HVAIF
0,0,0,0,0,1,0,0.20116424290731047,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,-0.976105401655085,1,-1.2802480369298874,1,0812-WUPTB
1,0,0,0,1,0,0,0.703094937787858,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0.3647736016510304,0,0.10504664646466222,1,3594-UVONA
0,0,0,0,1,1,0,0.30254759518450747,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.8834560339840201,1,-1.1580161531009565,1,0004-TLHLJ
0,0,1,0,0,0,0,-0.6431430186798349,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,-0.8257045948023894,0,-0.9950403079957154,0,1767-TGTKO
0,0,0,1,0,0,1,-1.4891123024354593,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,-0.9197437029885205,1,-0.9135523854430948,0,8439-LTUGF
0,0,0,0,0,0,0,-0.5184913560439374,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-0.9616123934265399,0,-1.2395040756535771,0,8805-JNRAZ
0,1,0,0,1,1,0,1.4842453569728156,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1.7035349051246644,0,1.0421577558197987,1,5089-IFSDP
0,1,0,0,1,0,0,0.6133457406900117,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0.7968505455970184,1,0.7569500268856267,0,6418-HNFED
0,1,1,1,0,0,1,-1.5140426349626388,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,-0.6260893262177545,0,0.5532302205040753,0,0206-OYVOC
0,0,0,1,0,0,1,-1.5007464576148097,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,-0.9986941998682208,1,-1.2802480369298874,0,7291-CDTMJ
0,0,0,0,0,1,0,0.26598310747797727,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.4262310155395036,1,0.5532302205040753,0,7128-GGCNO
0,0,0,0,0,1,0,1.4908934456467302,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1.377607665281811,0,0.7162060656093164,0,0237-YFUTL
0,0,1,0,0,0,0,0.0067076491953105815,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0.47670286154697905,1,0.8384379494382472,0,7691-KGKGP
0,0,0,0,1,1,0,1.6388134186413281,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,2.13925164565773,1,1.1643896396487294,0,6710-HSJRD
0,0,0,1,0,0,1,-1.4675060142452372,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,-0.9660904461973079,1,-1.1172721918246462,0,3675-EQOZA
1,0,0,0,1,0,0,0.7363353811574307,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0.8186672657462286,1,0.5939741817803856,0,0840-DCNZE
1,0,0,0,1,1,0,0.9956108394400973,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1.2522883658200679,0,0.8791819107145575,0,1732-FEKLD
0,0,1,0,0,0,0,-1.3112759304082455,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-0.7576073095641568,1,-0.5468567339563023,0,9862-KJTYK
0,1,1,0,1,1,0,1.351283583494525,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0.19059279042942837,0,-0.26164900502213034,0,0479-HMSWA
0,1,1,1,0,0,1,-1.3096139082397669,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,-0.2211454113754355,1,1.5310852911355222,0,5854-KSRBJ
0,0,0,0,1,1,0,1.254886297722764,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,-0.23859437562015273,1,-0.6283446565089229,0,0365-BZUWY
0,0,0,0,0,1,0,1.1767712558042684,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0.30905162480886145,0,-0.09867315991688919,1,4817-VYYWS
0,0,1,1,0,0,1,-1.3561505289571687,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.9967750343950345,0,-1.2802480369298874,0,5701-SVCWR
0,1,1,1,0,0,1,-1.3029658195658524,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,-0.7929905442652015,0,-0.5468567339563023,0,3129-AAQOU
0,1,0,0,1,0,0,0.28925141783667824,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,-0.1665925813157822,0,-0.26164900502213034,0,4922-CVPDX
0,0,1,0,0,1,0,0.3075336616899431,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,-0.3165963194498874,0,-0.46536881140368175,1,1396-QWFBJ
1,0,0,0,0,1,0,1.1119523912336016,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1.1362340031254314,1,0.7162060656093164,0,1357-BIJKI
1,0,0,0,1,0,0,-0.3456410505221597,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0.6354641708633253,0,1.4495973685829016,0,1099-BTKWT
0,0,0,0,1,1,0,1.2216458543531914,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,-0.8757352533447647,1,-1.1987601143772668,1,5299-SJCZT
0,0,1,0,1,1,0,1.273168541576029,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,-0.5792131580508466,1,-0.9542963467194051,0,2018-PZKMU
0,1,1,0,0,0,0,-1.0170980065875275,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.2211674707486905,0,0.7569500268856267,0,7340-KEFQE
0,0,0,0,0,0,0,-0.6996517724081085,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.8283737789662463,0,-0.9542963467194051,0,4570-QHXHL
1,0,1,0,1,1,0,1.5673464653967473,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0.9933775019259512,1,0.3495104141225239,1,2403-BCASL
0,0,0,0,0,1,0,1.1917294553205762,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0.058523322751650585,1,-0.42462485012737144,0,7392-YYPYJ
1,0,1,0,1,0,0,-0.29411836329932195,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,-0.4968875770631289,0,-0.46536881140368175,1,2898-LSJGD
0,1,1,0,1,1,0,1.703632283211995,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,2.653389458112376,1,1.5718292524118322,0,2223-GDSHL
0,0,0,0,0,0,0,-0.6331708856689632,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-0.9871792070291028,1,-1.2802480369298874,1,7359-PTSXY
1,0,1,0,1,0,0,0.5717951864780458,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,-0.08832592500698737,1,-0.26164900502213034,0,9470-RTWDV
0,1,0,0,0,0,0,0.01169371570074667,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1.0581658811759318,1,1.5718292524118322,0,2176-OSJUV
0,0,0,0,0,0,0,-0.6647493068700573,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,-0.9296263022067675,1,-1.1580161531009565,0,9348-YVOMK
0,0,0,0,0,1,0,0.49866621106498593,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.5656466434990121,0,-0.8320644628904743,0,8104-OSKWT
0,0,0,0,0,1,0,0.7994922235596185,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,-0.30377982358872346,0,-0.5876006952326126,0,4521-YEEHE
0,0,0,0,0,1,0,0.3374500607225587,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.9136553159701362,0,-1.1987601143772668,0,4090-KPJIP
1,0,0,0,0,1,0,1.3978202042119263,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,2.3798091110036736,0,1.6125732136881425,0,3786-WOVKF
0,0,0,0,0,1,0,0.3374500607225587,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-0.6475751557681395,1,-0.8728084241667845,1,4503-BDXBD
0,0,0,0,0,1,0,0.5103003662443366,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,-0.9720023582296521,0,-1.2802480369298874,1,6086-ESGRL
1,0,0,1,0,0,1,-1.5123806127941604,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,-0.8928092082441466,1,-0.791320501614164,0,2592-HODOV
1,0,0,0,1,1,0,1.477597268298901,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,2.5705785709130473,0,1.6125732136881425,1,3886-CERTZ
1,0,0,0,0,0,0,-0.2891322967938861,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0.04568476751723162,1,0.3902543753988342,0,7995-ZHHNZ
0,0,0,1,0,0,1,-1.499084435446331,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,-0.8572053798105517,0,-0.6283446565089229,0,3824-RHKVR
0,0,0,0,0,0,0,-0.448686424967835,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,-0.8223515700676272,0,-1.0357842692720256,0,5816-SCGFC
0,1,0,0,1,1,0,1.7883954138044051,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,2.5177463719672852,0,1.4495973685829016,0,5989-AXPUC
0,1,1,1,0,0,1,-1.3511644624517327,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,-0.388708410620533,1,0.9606698332671781,0,4979-HPRFL
1,0,1,1,0,0,1,-1.4791401694245876,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,-0.6767597065845251,0,0.22727853029359305,0,8590-OHDIW
0,1,1,0,1,1,0,1.6853500393587302,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,2.70970703803243,0,1.6125732136881425,0,8015-IHCGW
1,0,0,1,0,0,1,-1.3212480634191175,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,-0.4905124181924294,0,0.6347181430566958,0,2332-TODQS
0,0,0,0,1,1,0,1.472611201793465,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1.4844412099558506,0,0.797693988161937,0,9278-VZKCD
1,0,1,1,0,0,1,-1.5007464576148097,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,-0.6946498582943426,0,0.10504664646466222,0,8008-OTEZX
0,1,0,0,1,1,0,1.545740177206525,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,2.3311902523496193,1,1.4088534073065913,0,2773-OVBPK
0,0,0,0,0,0,0,-1.16003191307669,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.9941720283509426,0,-1.2802480369298874,0,5999-LCXAO
0,0,0,0,0,1,0,0.525258565760644,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0.9109636834452137,1,0.8384379494382472,0,5206-XZZQI
0,0,1,1,0,0,1,-1.4625199477398012,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,-0.726812424500155,1,0.06430268518835193,0,4803-LBYPN
0,0,0,0,0,0,0,-0.9838575632179547,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.9592961592347633,0,-1.1987601143772668,1,5759-RCVCB
0,0,0,0,0,1,0,0.4654257676954133,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,-0.9725979613075374,0,-1.2802480369298874,1,6372-RFVNS
0,0,0,0,1,1,0,0.8360567112661487,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,-0.2651097422726813,1,-0.5468567339563023,0,2139-FQHLM
0,1,0,0,1,1,0,1.703632283211995,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,2.0482567309807913,0,1.1236456783724194,0,8261-GWDBQ
0,1,0,1,0,0,1,-1.504070501951767,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,-0.9089125507203079,1,-0.8728084241667845,0,1093-YSWCA
0,0,0,0,1,1,0,1.382862004695619,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1.2550237281036898,0,0.5939741817803856,1,8938-UMKPI
0,0,0,0,0,0,0,-0.5118432673700231,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,-0.6214127390876912,1,-0.5876006952326126,1,0991-BRRFB
0,1,1,0,1,1,0,1.6770399285163369,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1.974379889949744,0,1.1236456783724194,0,3882-IYOIJ
0,1,0,1,0,0,1,-1.3295581742615106,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,-0.18044586771993196,1,1.6125732136881425,0,8749-TZYEC
1,0,0,1,0,0,1,-1.4924363467724167,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.658318070543332,1,0.2680224915699033,0,1755-FZQEC
1,0,0,0,1,1,0,0.5468648539508664,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1.0395036514021887,0,1.082901717096109,0,3115-JPJDD
0,0,1,0,0,1,0,0.17124784387469535,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,-0.9438766573295073,1,-1.2395040756535771,0,5600-KTXFM
0,0,0,0,0,1,0,0.14299346701055832,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,-0.9768774797190105,1,-1.2802480369298874,1,3871-IKPYH
0,0,1,0,0,1,0,0.8443668221085419,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,-0.22357194243348721,1,-0.506112772679992,1,6319-IEJWJ
0,0,0,0,0,1,0,0.95572230739661,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,-0.7707105772776359,0,-1.076528230548336,1,9025-AOMKI
0,1,0,0,1,1,0,0.7180531373041658,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1.7156455010416678,1,1.5718292524118322,0,6339-TBELP
0,0,0,0,1,0,0,0.04992022557575495,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,-0.31935374110676434,0,-0.3431369275747509,0,7964-YESJC
0,0,0,0,0,1,0,0.9922867951031402,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1.6746150667873392,1,1.4088534073065913,0,6173-GOLSU
0,0,0,0,0,1,0,0.5335686766030371,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,-0.971693527004082,1,-1.2802480369298874,1,5275-SQEIZ
1,0,1,0,0,1,0,0.5734572086465244,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0.77059989142355,0,0.6347181430566958,1,7716-YTYHG
1,0,0,0,0,0,0,0.24271479711927632,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0.16548922366522073,0,0.18653456901728277,0,9938-ZREHM
0,0,0,0,1,0,0,-1.000477784902741,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.8381460813182182,1,-0.8728084241667845,0,7950-XWOVN
0,0,0,1,0,0,1,-1.4708300585821945,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,-0.984796794717561,1,-1.1987601143772668,1,4390-KYULV
0,0,0,0,1,1,0,1.0354993714835847,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,-0.2372708132248518,0,-0.5876006952326126,0,4647-MUZON
1,0,1,0,0,0,0,-0.6647493068700573,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,-0.023140477038416648,1,0.7162060656093164,0,9702-AIUJO
1,0,1,0,1,1,0,1.4825833348043371,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,2.2051871123169717,0,1.4088534073065913,0,8849-PRIQJ
0,0,0,0,0,0,0,0.2078123315812251,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,-0.19659332894260323,0,-0.3023929662984406,0,8851-RAGOV
0,0,0,0,1,1,0,0.4571156568530201,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,-0.9413839481516906,0,-1.2395040756535771,1,1304-NECVQ
0,0,0,1,0,0,1,-1.499084435446331,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,-0.927640958613816,1,-0.9542963467194051,0,5396-IZEPB
1,0,1,0,0,0,0,-0.8159933242016129,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.8258369510419196,0,-0.9135523854430948,0,1729-VLAZJ
0,1,0,1,0,0,1,-1.494098368940895,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,-0.4213121642914459,0,1.5310852911355222,0,8285-ABVLB
0,0,0,0,1,0,0,0.11473909014642174,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,-0.7528204255678184,1,-0.9542963467194051,0,0701-TJSEF
0,0,0,1,0,0,1,-1.4841262359300234,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,-0.9771642515713258,0,-1.1580161531009565,0,5712-VBOXD
0,0,0,0,0,0,0,-0.46032058014718524,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,-0.9530754159768487,0,-1.2395040756535771,0,6629-LADHQ
0,0,1,0,0,1,0,0.4604397011899776,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,-0.9726641394273026,0,-1.2802480369298874,1,8945-GRKHX
0,0,0,0,0,0,0,-1.3179240190821602,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.800733384277712,1,-0.5468567339563023,0,1559-DTODC
0,0,1,1,0,0,1,-1.4808021915930663,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,-0.9302880834044179,1,-1.0357842692720256,0,4797-MIWUM
0,0,0,0,0,0,0,-0.7279061492722454,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.9884365913046386,1,-1.2802480369298874,1,6959-UWKHF
0,0,0,0,0,0,0,-0.6913416615657154,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,-0.9879512850930283,1,-1.2802480369298874,0,8720-RQSBJ
1,0,1,1,0,0,1,-1.4808021915930663,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,-0.9313248739474036,0,-0.9542963467194051,0,4537-CIBHB
0,0,0,0,0,0,0,-1.0154359844190488,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.9458840602957138,0,-1.1987601143772668,1,3815-SLMEF
0,0,0,0,1,0,0,-0.20935523270691173,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,-0.7691884805230399,0,-0.9542963467194051,1,5154-VEKBL
0,0,0,0,1,0,0,-0.29910442980475804,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,-0.8748308190413089,0,-1.1172721918246462,0,4324-AHJKS
1,0,1,0,0,1,0,0.8011542457280975,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1.1844557930608954,0,0.9606698332671781,0,4355-CVPVS
0,0,1,0,0,0,0,-0.23760960957104854,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,-0.5693967369523647,0,-0.5876006952326126,0,4495-LHSSK
